Plot,sla,mean.thick,ssl,lar1,lmf,smf,rmf,sp,rgr.h,size,perc.canopy.open,Comp.1,Comp.2,Comp.3,Elevation,Elevation.Group
104,235.9470588,0.274,22.33576642,58.13188406,0.246376812,0.496376812,0.257246377,AMOODU,0.09237332,34,4.28,-1.473165093,-1.908850131,-0.663661836,1000,High
104,299.3166667,0.208666667,41.79487179,123.3824427,0.41221374,0.297709924,0.290076336,PITTKE,0.246860078,32,4.28,-1.473165093,-1.908850131,-0.663661836,1000,High
104,256.3377778,0.126333333,24.96774194,107.9608351,0.421166307,0.386609071,0.192224622,PSEUIN,0.405465108,42,4.28,-1.473165093,-1.908850131,-0.663661836,1000,High
104,277.2083333,0.161666667,187,135.7755102,0.489795918,0.204081633,0.306122449,LITSPA,0.162518929,20,4.28,-1.473165093,-1.908850131,-0.663661836,1000,High
104,185.9875,0.1585,94.66666667,91.3622807,0.49122807,0.263157895,0.245614035,DIOSXI,0.348306694,17,4.28,-1.473165093,-1.908850131,-0.663661836,1000,High
104,236.8007752,0.228,10.29962547,63.00036092,0.266047951,0.20649652,0.52745553,BACCRA,0.138150338,31,4.28,-1.473165093,-1.908850131,-0.663661836,1000,High
104,287.0794872,0.114666667,40.24390244,145.5757683,0.507092199,0.326241135,0.166666667,PSEUIN,0.336472237,35,4.28,-1.473165093,-1.908850131,-0.663661836,1000,High
104,280.82,0.102333333,72.4,119.8621951,0.426829268,0.329268293,0.243902439,PSEUIN,0.162518929,20,4.28,-1.473165093,-1.908850131,-0.663661836,1000,High
104,298.5833333,0.123666667,38.0952381,102.3714286,0.342857143,0.478571429,0.178571429,PSEUIN,0.344840486,24,4.28,-1.473165093,-1.908850131,-0.663661836,1000,High
105,332.4375,0.114666667,84.21052632,114.6336207,0.344827586,0.327586207,0.327586207,PSEUIN,0.30538165,19,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,314.3428571,0.093,45.83333333,80.74862385,0.256880734,0.47706422,0.266055046,PSEUIN,0.044451763,23,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,339.05,0.1455,117.3333333,93.53103448,0.275862069,0.517241379,0.206896552,PSEUIN,0.30538165,19,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,243.0691919,0.177,8.333333333,96.80859195,0.398275862,0.444827586,0.156896552,NOTHOB,0.228841572,44,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,333.6285714,0.1405,79.62962963,122.9157895,0.368421053,0.473684211,0.157894737,POMETO,0.182321557,24,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,227.6916667,0.254,22.07692308,41.8743295,0.183908046,0.498084291,0.318007663,AMOODU,0.164303051,33,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,203.5941176,0.264666667,18.1884058,91.08157895,0.447368421,0.259398496,0.293233083,AMOODU,0.109199292,29,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,153.9492063,0.149666667,12.53618421,43.00153164,0.279322854,0.367593712,0.353083434,WALSYU,0.123613956,43,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,415.5666667,0.109,74.4,119.875,0.288461538,0.480769231,0.230769231,PSEUIN,0.287682072,20,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,211.2777778,0.1175,41.84210526,109.4388489,0.517985612,0.273381295,0.208633094,PARACH,0.223143551,35,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,276.4875,0.146,43.33333333,135.422449,0.489795918,0.306122449,0.204081633,POMETO,0.113328685,28,2.08,0.471908734,0.353064542,0.655980672,1000,High
105,327.28,0.098,104.6666667,151.5185185,0.462962963,0.277777778,0.259259259,PSEUIN,0.3254224,18,2.08,0.471908734,0.353064542,0.655980672,1000,High
106,285.7,0.130333333,51,138.2419355,0.483870968,0.322580645,0.193548387,POMETO,0.241162057,28,3.19,0.224422226,0.364151047,0.091969801,1000,High
106,345.15,0.1255,123.75,111.9405405,0.324324324,0.432432432,0.243243243,PSEUIN,0.271933715,21,3.19,0.224422226,0.364151047,0.091969801,1000,High
106,273.6133333,0.128333333,32.15517241,110.5508418,0.404040404,0.404040404,0.191919192,PARACH,0.223143551,40,3.19,0.224422226,0.364151047,0.091969801,1000,High
106,238.5238095,0.149,24.85507246,92.51451187,0.387862797,0.364116095,0.248021108,PARACH,0.30538165,38,3.19,0.224422226,0.364151047,0.091969801,1000,High
106,331.9,0.121,32.06521739,109.683691,0.330472103,0.394849785,0.274678112,POMETO,0.207639365,32,3.19,0.224422226,0.364151047,0.091969801,1000,High
106,229.025,0.1715,126.1538462,114.5125,0.5,0.325,0.175,LASIAT,0.435318071,17,3.19,0.224422226,0.364151047,0.091969801,1000,High
106,375.2333333,0.117,82.5,81.86909091,0.218181818,0.290909091,0.490909091,PSEUIN,0.287682072,16,3.19,0.224422226,0.364151047,0.091969801,1000,High
106,292.86,0.099,82.22222222,124.6212766,0.425531915,0.382978723,0.191489362,PSEUIN,0.374693449,16,3.19,0.224422226,0.364151047,0.091969801,1000,High
106,209.0769231,0.21,43.11111111,38.41696113,0.183745583,0.159010601,0.657243816,PITTKE,0.223143551,25,3.19,0.224422226,0.364151047,0.091969801,1000,High
106,254.5444444,0.234333333,28.24074074,11.40861752,0.044819747,0.041571939,0.913608314,LASIAT,0.15415068,35,3.19,0.224422226,0.364151047,0.091969801,1000,High
107,169.9942149,0.267666667,7.032374101,84.30040984,0.495901639,0.284836066,0.219262295,AMOODU,0.139761942,46,3.38,-0.699226383,1.829668632,-0.961453649,1000,High
107,201.3933333,0.199,38.76712329,27.03266219,0.134228188,0.577181208,0.288590604,DIOSXI,0.274436846,25,3.38,-0.699226383,1.829668632,-0.961453649,1000,High
107,205.1765306,0.246666667,10.88328076,96.98054662,0.47266881,0.339764202,0.187566988,AMOODU,0.149531734,36,3.38,-0.699226383,1.829668632,-0.961453649,1000,High
107,321.64,0.138,32.95918367,66.39357798,0.206422018,0.449541284,0.344036697,POMETO,0.084557388,37,3.38,-0.699226383,1.829668632,-0.961453649,1000,High
107,181.0494253,0.224,9.319899244,46.1914956,0.255131965,0.294721408,0.450146628,CHISSI,0.200670695,44,3.38,-0.699226383,1.829668632,-0.961453649,1000,High
107,191.1123457,0.232666667,12.48175182,54.12622378,0.283216783,0.479020979,0.237762238,AMOODU,0.171850257,38,3.38,-0.699226383,1.829668632,-0.961453649,1000,High
107,178.55,0.150666667,10.34013605,71.6957529,0.401544402,0.378378378,0.22007722,KNEMGL,0.277631737,33,3.38,-0.699226383,1.829668632,-0.961453649,1000,High
107,200.4558333,0.254333333,13.22727273,76.57248749,0.381991814,0.300136426,0.31787176,AMOODU,0.200670695,33,3.38,-0.699226383,1.829668632,-0.961453649,1000,High
107,241.3272727,0.145,43.22580645,75.30780142,0.312056738,0.439716312,0.24822695,PARACH,0.15415068,28,3.38,-0.699226383,1.829668632,-0.961453649,1000,High
108,190.5481481,0.241,11.31687243,44.03537803,0.231098431,0.346647646,0.422253923,AMOODU,0.143100844,25,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,237.3666667,0.153666667,96.875,114.8548387,0.483870968,0.258064516,0.258064516,WALSYU,0.194156014,17,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,240.2833333,0.1825,105.7894737,92.41666667,0.384615385,0.487179487,0.128205128,WALSYU,0.271933715,21,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,308.6,0.1585,89.52380952,30.86,0.1,0.7,0.2,DIOSXI,0.182321557,18,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,250.95,0.132333333,70,107.072,0.426666667,0.333333333,0.24,PARACH,0.459532329,19,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,244.521875,0.137,19.17525773,89.93908046,0.367816092,0.423371648,0.208812261,PARACH,0.171850257,38,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,285.3928571,0.1165,65.92592593,90.80681818,0.318181818,0.409090909,0.272727273,POMETO,0.245122458,23,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,187.85,0.198,81.25,30.46216216,0.162162162,0.432432432,0.405405405,WALSYU,0.194156014,17,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,170.2318182,0.279333333,3.696808511,43.09666283,0.253164557,0.436900652,0.309934791,AMOODU,0.323787077,47,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,262.4907407,0.117666667,12.35119048,87.76780186,0.334365325,0.400412797,0.265221878,PARACH,0.072320662,43,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,206.2666667,0.168333333,135,79.84516129,0.387096774,0.322580645,0.290322581,WALSYU,0.223143551,15,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,198.0375,0.1915,72.22222222,56.58214286,0.285714286,0.321428571,0.392857143,WALSYU,0.268263987,17,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,320.825,0.1105,91.76470588,87.00338983,0.271186441,0.288135593,0.440677966,PSEUIN,0.171850257,19,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
108,304.18,0.136333333,36.875,80.89893617,0.265957447,0.425531915,0.308510638,PARACH,0.064538521,32,3.62,-1.458230349,3.370312595,-1.34438939,1000,High
109,302.7727273,0.1155,31.19047619,129.7597403,0.428571429,0.409090909,0.162337662,POMETO,0.15415068,42,1.17,-3.369990496,-1.767439548,-1.878080341,1000,High
109,181.6211864,0.274666667,14.39759036,78.40719512,0.431707317,0.404878049,0.163414634,AMOODU,0.105360516,50,1.17,-3.369990496,-1.767439548,-1.878080341,1000,High
109,278.0545455,0.111,25.21126761,119.36,0.429268293,0.375609756,0.195121951,PSEUIN,0.057158414,36,1.17,-3.369990496,-1.767439548,-1.878080341,1000,High
109,169.2380952,0.145,32.07792208,71.28366762,0.421203438,0.312320917,0.266475645,DIOSXI,0.251314428,36,1.17,-3.369990496,-1.767439548,-1.878080341,1000,High
110,327.4272727,0.188,32.56880734,108.051,0.33,0.2725,0.3975,CROTKO,0.217064505,41,1.32,0.071382225,2.727037666,-2.279822014,1000,High
110,188.9222222,0.258,63.5,30.09380531,0.159292035,0.17699115,0.663716814,PITTKE,0.080042708,13,1.32,0.071382225,2.727037666,-2.279822014,1000,High
110,237.1142857,0.143666667,19.85815603,95.1477707,0.401273885,0.299363057,0.299363057,SAPRTE,0.133531393,32,1.32,0.071382225,2.727037666,-2.279822014,1000,High
110,296.265,0.1405,28.33333333,113.222293,0.382165605,0.343949045,0.27388535,SAPRTE,0.074107972,14,1.32,0.071382225,2.727037666,-2.279822014,1000,High
110,245.2272727,0.236,89.28571429,35.49342105,0.144736842,0.184210526,0.671052632,PITTKE,0.09531018,11,1.32,0.071382225,2.727037666,-2.279822014,1000,High
110,277.773913,0.155666667,21.11111111,127.05,0.457386364,0.255681818,0.286931818,SAPRTE,0.302280872,23,1.32,0.071382225,2.727037666,-2.279822014,1000,High
111,178.6222222,0.237333333,63.63636364,70.77484277,0.396226415,0.41509434,0.150943396,GARCCO,0.080042708,13,1.23,3.57971067,0.473653907,0.561636997,1000,High
111,264.185,0.101,17.26190476,32.08724696,0.12145749,0.226720648,0.651821862,PAVEPO,0.101782694,31,1.23,3.57971067,0.473653907,0.561636997,1000,High
111,200.95,0.2165,47.22222222,52.70819672,0.262295082,0.336065574,0.401639344,PITTKE,0.074107972,14,1.23,3.57971067,0.473653907,0.561636997,1000,High
112,214.1285714,0.204333333,44.56521739,68.13181818,0.318181818,0.348484848,0.333333333,PITTKE,0.287682072,20,1.73,2.400103183,-0.076769476,0.200334835,1000,High
112,237.736,0.108333333,27.421875,72.12864078,0.303398058,0.310679612,0.38592233,PARACH,0.130053128,41,1.73,2.400103183,-0.076769476,0.200334835,1000,High
112,229.8235294,0.248666667,20.34246575,125.4253612,0.545746388,0.23434992,0.219903692,AMOODU,0.09531018,33,1.73,2.400103183,-0.076769476,0.200334835,1000,High
112,198.915,0.224,48.80952381,72.59671533,0.364963504,0.306569343,0.328467153,PITTKE,0.102654154,41,1.73,2.400103183,-0.076769476,0.200334835,1000,High
112,423.5,0.083,200,154,0.363636364,0.409090909,0.227272727,DIOSXI,0.3254224,18,1.73,2.400103183,-0.076769476,0.200334835,1000,High
112,271.7648148,0.119,22.14285714,130.8833891,0.481605351,0.234113712,0.284280936,SAPRTE,0.379489622,19,1.73,2.400103183,-0.076769476,0.200334835,1000,High
112,289.9181818,0.148333333,43.75,178.2726708,0.614906832,0.298136646,0.086956522,SCHIWA,0.318453731,22,1.73,2.400103183,-0.076769476,0.200334835,1000,High
112,327.22,0.094333333,67.40740741,160.0532609,0.489130435,0.293478261,0.217391304,PSEUIN,0.223143551,20,1.73,2.400103183,-0.076769476,0.200334835,1000,High
112,183.9239264,0.242333333,8.928571429,103.7356401,0.564013841,0.274509804,0.161476355,AMOODU,0.070617567,44,1.73,2.400103183,-0.076769476,0.200334835,1000,High
112,373.4,0.091,110.7142857,160.0285714,0.428571429,0.333333333,0.238095238,PSEUIN,0.194156014,17,1.73,2.400103183,-0.076769476,0.200334835,1000,High
113,165.3444444,0.121333333,36.19047619,61.05025641,0.369230769,0.323076923,0.307692308,WALSYU,0.109199292,29,1.62,1.289538642,2.193990532,2.33398971,1000,High
113,173.3586957,0.286,13.72,59.24591382,0.341753343,0.371471025,0.286775632,AMOODU,0.027398974,37,1.62,1.289538642,2.193990532,2.33398971,1000,High
113,165.6958333,0.148666667,44.76190476,65.34483568,0.394366197,0.295774648,0.309859155,WALSYU,0.182321557,24,1.62,1.289538642,2.193990532,2.33398971,1000,High
113,192.5076923,0.143,40.51724138,36.53430657,0.189781022,0.423357664,0.386861314,WALSYU,0.09531018,22,1.62,1.289538642,2.193990532,2.33398971,1000,High
113,320.3727273,0.1035,30.81081081,124.7469027,0.389380531,0.218289086,0.392330383,POMETO,0.127833372,25,1.62,1.289538642,2.193990532,2.33398971,1000,High
113,238.15,0.097,140.7692308,102.0642857,0.428571429,0.371428571,0.2,PSEUIN,0.211309094,21,1.62,1.289538642,2.193990532,2.33398971,1000,High
113,296.3333333,0.085666667,92.5,161.6363636,0.545454545,0.25974026,0.194805195,PSEUIN,0.271933715,21,1.62,1.289538642,2.193990532,2.33398971,1000,High
113,306.75,0.087,96.875,153.375,0.5,0.333333333,0.166666667,PSEUIN,0.133531393,16,1.62,1.289538642,2.193990532,2.33398971,1000,High
113,289.6111111,0.101333333,44.08450704,82.31052632,0.284210526,0.373684211,0.342105263,PARACH,0.149531734,36,1.62,1.289538642,2.193990532,2.33398971,1000,High
114,254.3666667,0.118666667,23.046875,99.17080169,0.389873418,0.379746835,0.230379747,PSEUIN,0.265703166,30,4.84,-3.377773898,-1.48220325,-0.910931574,1000,High
114,185.8666667,0.179333333,23.02702703,106.024059,0.570430733,0.268917346,0.160651921,SYZYOB,0.251314428,45,4.84,-3.377773898,-1.48220325,-0.910931574,1000,High
114,201.6583333,0.174,82.66666667,87.99636364,0.436363636,0.272727273,0.290909091,WALSYU,0.241162057,14,4.84,-3.377773898,-1.48220325,-0.910931574,1000,High
114,246.7277778,0.106,52.70833333,112.4329114,0.455696203,0.316455696,0.227848101,PSEUIN,0.300104592,27,4.84,-3.377773898,-1.48220325,-0.910931574,1000,High
114,256.8333333,0.128,21.78294574,74.93640898,0.291770574,0.376558603,0.331670823,PSEUIN,0.336472237,28,4.84,-3.377773898,-1.48220325,-0.910931574,1000,High
114,218.7209302,0.143666667,16.30769231,90.60693642,0.414258189,0.375722543,0.210019268,WALSYU,0.068992871,30,4.84,-3.377773898,-1.48220325,-0.910931574,1000,High
114,170.3208333,0.1435,28.94736842,60.11323529,0.352941176,0.279411765,0.367647059,WALSYU,0.223143551,25,4.84,-3.377773898,-1.48220325,-0.910931574,1000,High
114,272.9857143,0.149333333,13.93129771,45.40752475,0.166336634,0.518811881,0.314851485,PARACH,0.105360516,30,4.84,-3.377773898,-1.48220325,-0.910931574,1000,High
114,167.0711538,0.147333333,15.67073171,74.12713311,0.443686007,0.279863481,0.276450512,WALSYU,0,28,4.84,-3.377773898,-1.48220325,-0.910931574,1000,High
114,173.1574468,0.285,10.20289855,61.19097744,0.353383459,0.393125671,0.25349087,AMOODU,0.114410351,37,4.84,-3.377773898,-1.48220325,-0.910931574,1000,High
115,331.3,0.1355,67.8125,19.85318352,0.059925094,0.898876404,0.041198502,WALSYU,0.139761942,23,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,273.1666667,0.114,57.85714286,123.3655914,0.451612903,0.301075269,0.247311828,PSEUIN,0.251314428,18,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,279.9166667,0.111666667,40.15625,128.697318,0.459770115,0.379310345,0.16091954,PSEUIN,0.223143551,25,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,265.4666667,0.127666667,21.76470588,51.88273616,0.195439739,0.498371336,0.306188925,PARACH,0.087011377,36,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,252.5173077,0.132,26.96629213,80.85529557,0.320197044,0.438423645,0.24137931,PARACH,0.139761942,46,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,343.2571429,0.130333333,45.94202899,50.05833333,0.145833333,0.479166667,0.375,DICHGE,0.074107972,28,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,213.5916667,0.144333333,56.92307692,77.66969697,0.363636364,0.295454545,0.340909091,WALSYU,0.127833372,25,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,146.5041096,0.152666667,5.626134301,79.38875928,0.541887593,0.292152704,0.165959703,KNEMFU,0.14518201,37,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,286.6,0.1045,91.17647059,112.1478261,0.391304348,0.369565217,0.239130435,PSEUIN,0,15,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,244.7222222,0.118,45.55555556,126.7625899,0.517985612,0.330935252,0.151079137,PSEUIN,0.15415068,21,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,271.12,0.106,37.31343284,101.0385093,0.372670807,0.416149068,0.211180124,PSEUIN,0.262364264,26,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,286.8136364,0.1195,41.625,68.58586957,0.239130435,0.579710145,0.18115942,PARACH,0.125163143,34,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,200.8692308,0.11,100,100.4346154,0.5,0.307692308,0.192307692,PARACH,0.057158414,18,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,170.3733333,0.219,15.52238806,74.43495146,0.436893204,0.485436893,0.077669903,MEMECY,0.161268148,47,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,122.9574468,0.273666667,16.42553191,80.18434093,0.652130823,0.232903865,0.114965312,SYZYLA,0.150282203,43,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,339.65625,0.126333333,30.98039216,143.9602649,0.42384106,0.337748344,0.238410596,SAPRTE,0.194156014,17,2.84,1.39009002,1.187390175,2.716956957,1000,High
115,156.8,0.162666667,120.8333333,60.97777778,0.388888889,0.333333333,0.277777778,DIOSXI,0.057158414,18,2.84,1.39009002,1.187390175,2.716956957,1000,High
116,167.0269231,0.129,10.85616438,70.69511628,0.423255814,0.339534884,0.237209302,KNEMFU,0.3254224,36,2.65,0.726379268,-0.320295198,0.940615821,1000,High
116,209.2182796,0.200333333,6.894736842,52.05270198,0.248796148,0.457463884,0.293739968,AMOODU,0.072320662,43,2.65,0.726379268,-0.320295198,0.940615821,1000,High
116,129.4566667,0.2735,53.18181818,42.21413043,0.326086957,0.331521739,0.342391304,SYZYLA,0.628608659,15,2.65,0.726379268,-0.320295198,0.940615821,1000,High
116,310.2583333,0.156333333,32,54.75147059,0.176470588,0.514705882,0.308823529,KNEMFU,0.223143551,10,2.65,0.726379268,-0.320295198,0.940615821,1000,High
116,297.6272727,0.133666667,61.21212121,98.217,0.33,0.33,0.34,POMETO,0.167054085,26,2.65,0.726379268,-0.320295198,0.940615821,1000,High
116,233.2842105,0.253,25.09433962,76.75151515,0.329004329,0.458874459,0.212121212,AMOODU,0.117783036,27,2.65,0.726379268,-0.320295198,0.940615821,1000,High
118,128.9272727,0.255666667,22.5984252,60.7366167,0.471092077,0.271948608,0.256959315,SYZYLA,0.175890666,31,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,402.5,0.1505,78.91891892,69,0.171428571,0.528571429,0.3,POMETO,0.09531018,33,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,200.245,0.257,15.24752475,85.08994334,0.424929178,0.28611898,0.288951841,AMOODU,0.054067221,38,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,211.54,0.271,76.53846154,80.12878788,0.378787879,0.393939394,0.166666667,GARCCO,0.223143551,20,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,278.025,0.127,42.2972973,109.837037,0.395061728,0.456790123,0.148148148,PARACH,0.125163143,34,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,297.6708333,0.125,96.09756098,111.4089669,0.374269006,0.292397661,0.333333333,PARACH,0.048790164,42,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,122.05,0.3115,15.96774194,35.58309038,0.29154519,0.361516035,0.346938776,SYZYLA,0.127833372,25,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,279.49,0.14,40.71428571,73.55,0.263157895,0.368421053,0.368421053,PARACH,0.105360516,30,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,195.7222222,0.162,48.39285714,32.82298137,0.167701863,0.347826087,0.48447205,PARACH,0.113328685,28,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,258.8527778,0.117333333,22.94797688,93.25873749,0.360277136,0.45034642,0.189376443,PARACH,0.077961541,40,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,250.61875,0.1205,26.29411765,82.58375286,0.329519451,0.423340961,0.247139588,PARACH,0.117783036,45,2.4,-0.647788492,0.632064951,0.489024258,1000,High
118,267.64,0.095,78.8,87.75081967,0.327868852,0.409836066,0.262295082,PSEUIN,0.287682072,20,2.4,-0.647788492,0.632064951,0.489024258,1000,High
119,206.9166667,0.1435,127.5,107.9565217,0.52173913,0.260869565,0.217391304,WALSYU,0.348306694,17,2.56,0.302275931,1.365162391,-0.673307185,1000,High
119,161.2521739,0.173666667,8.205128205,16.82540506,0.104342191,0.328580687,0.567077122,CINNBE,0.123613956,43,2.56,0.302275931,1.365162391,-0.673307185,1000,High
119,154.8105263,0.199666667,6.071428571,50.77945619,0.328010358,0.312473025,0.359516616,DIOSHA,0,40,2.56,0.302275931,1.365162391,-0.673307185,1000,High
119,294.8625,0.104,33.84615385,82.2872093,0.279069767,0.377906977,0.343023256,PARACH,0.36772478,26,2.56,0.302275931,1.365162391,-0.673307185,1000,High
119,313.3090909,0.123,45.65217391,75.74505495,0.241758242,0.252747253,0.505494505,PARACH,0.044451763,23,2.56,0.302275931,1.365162391,-0.673307185,1000,High
119,168.071875,0.132,10.09259259,68.07974684,0.405063291,0.303797468,0.291139241,KNEMFU,0.044451763,23,2.56,0.302275931,1.365162391,-0.673307185,1000,High
119,149.7714286,0.313666667,9.143968872,39.13157076,0.261275272,0.399688958,0.33903577,CAPPFO,0.223143551,25,2.56,0.302275931,1.365162391,-0.673307185,1000,High
120,237.5625,0.1355,90.90909091,86.38636364,0.363636364,0.5,0.136363636,PARACH,0.211309094,21,2.88,-1.005334738,0.578009522,2.665056401,1000,High
120,306.3388889,0.144,35.15151515,101.9032854,0.332648871,0.36550308,0.301848049,MYCEGR,0.021053409,48,2.88,-1.005334738,0.578009522,2.665056401,1000,High
120,197.1555556,0.209666667,69.09090909,69.58431373,0.352941176,0.323529412,0.323529412,PITTKE,0.207639365,16,2.88,-1.005334738,0.578009522,2.665056401,1000,High
120,171.0589744,0.15,17.96052632,74.43570432,0.435146444,0.317991632,0.246861925,WALSYU,0.109199292,29,2.88,-1.005334738,0.578009522,2.665056401,1000,High
120,275.25,0.141,79.42857143,95.73913043,0.347826087,0.507246377,0.144927536,POMETO,0.143100844,30,2.88,-1.005334738,0.578009522,2.665056401,1000,High
120,214.4333333,0.155,103.5714286,111.3403846,0.519230769,0.269230769,0.211538462,WALSYU,0.117783036,18,2.88,-1.005334738,0.578009522,2.665056401,1000,High
120,190.125,0.249,29.85915493,12.675,0.066666667,0.591666667,0.341666667,GARCCO,0.139761942,23,2.88,-1.005334738,0.578009522,2.665056401,1000,High
121,274.31,0.133,18.48360656,103.5981938,0.377668309,0.42364532,0.198686371,PARACH,0.105360516,40,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,332.1,0.112,56.94444444,110.7,0.333333333,0.333333333,0.333333333,PSEUIN,0.200670695,22,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,682.5,0.131,145,30.55970149,0.044776119,0.850746269,0.104477612,PSEUIN,0.117783036,18,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,398.725,0.109,65.71428571,126.8670455,0.318181818,0.397727273,0.284090909,PSEUIN,0.182321557,24,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,219.2673077,0.145,26.53409091,90.28653846,0.411764706,0.398190045,0.190045249,PARACH,0.182321557,48,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,434.92,0.192333333,21.36612022,109.5516373,0.251889169,0.460957179,0.287153652,FICURU,0.117783036,45,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,545.3,0.146,83.33333333,124.64,0.228571429,0.428571429,0.342857143,GARUFL,0.753771802,17,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,323.9222222,0.127666667,62.90322581,115.0776316,0.355263158,0.407894737,0.236842105,PSEUIN,0.211309094,21,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,302.14,0.131333333,62.92682927,123.6027273,0.409090909,0.4,0.190909091,PSEUIN,0.223143551,25,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,340.61,0.103,80,141.9208333,0.416666667,0.383333333,0.2,PSEUIN,0.405465108,21,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,248.1,0.129,37.6344086,106.7643443,0.430327869,0.381147541,0.18852459,PARACH,0.182321557,36,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,237.4222222,0.142,41.35802469,111.6238806,0.470149254,0.302238806,0.22761194,PARACH,0.182321557,36,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,299.8647059,0.136,18.33855799,91.85045045,0.306306306,0.425997426,0.267696268,PARACH,0.245122458,46,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,236.34,0.168,87.61904762,113.625,0.480769231,0.403846154,0.115384615,PSEUIN,0.125163143,17,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,287.3555556,0.191,108.6666667,112.4434783,0.391304348,0.326086957,0.282608696,PSEUIN,0.268263987,17,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,381.0333333,0.1285,76.95652174,121.2378788,0.318181818,0.348484848,0.333333333,PSEUIN,0.510825624,20,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,314.7466667,0.115333333,63.87096774,151.6851406,0.481927711,0.373493976,0.144578313,PSEUIN,0.459532329,19,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
121,271.1833333,0.115,20.74074074,82.10137615,0.302752294,0.467889908,0.229357798,PARACH,0.15415068,42,0.73,-2.627256683,-2.299128875,-1.419845195,1000,High
122,315.22,0.105,52.42424242,152.5258065,0.483870968,0.35483871,0.161290323,PSEUIN,0.379489622,19,1.45,-1.805073808,-2.272995844,-1.014469195,1000,High
122,212.0852941,0.119,16.79310345,64.31125975,0.303232999,0.363433668,0.333333333,PARACH,0.110000895,48,1.45,-1.805073808,-2.272995844,-1.014469195,1000,High
122,292.8470588,0.113333333,16.63900415,134.112,0.457959184,0.347755102,0.194285714,PSEUIN,0.205852054,43,1.45,-1.805073808,-2.272995844,-1.014469195,1000,High
